18.0
0,1108.0,712.0
1,1108.0,712.0
2,1070.0,702.0
3,1066.0,708.0
4,1022.0,742.0
5,1038.0,562.0
6,660.0,136.0
7,688.0,322.0
8,670.0,306.0
9,666.0,306.0
10,666.0,306.0
11,670.0,306.0
12,674.0,310.0
13,680.0,312.0
14,690.0,316.0
15,690.0,316.0
16,696.0,318.0
17,598.0,334.0
18,558.0,334.0
19,558.0,338.0
20,566.0,342.0
21,542.0,336.0
22,568.0,334.0
23,566.0,336.0
24,740.0,314.0
25,774.0,310.0
26,784.0,312.0
27,782.0,312.0
28,786.0,312.0
29,786.0,312.0
30,786.0,312.0
31,786.0,312.0
32,786.0,314.0
33,784.0,314.0
34,784.0,316.0
35,784.0,316.0
36,784.0,318.0
37,782.0,318.0
38,782.0,320.0
39,780.0,322.0
40,780.0,322.0
41,778.0,324.0
42,778.0,324.0
43,776.0,326.0
44,776.0,326.0
45,774.0,326.0
46,772.0,326.0
47,772.0,326.0
48,770.0,326.0
49,770.0,326.0
50,770.0,326.0
51,768.0,328.0
52,768.0,328.0
53,768.0,328.0
54,768.0,328.0
55,710.0,324.0
56,710.0,324.0
57,696.0,326.0
58,692.0,328.0
59,692.0,328.0
60,690.0,330.0
61,690.0,334.0
62,690.0,338.0
63,690.0,344.0
64,692.0,350.0
65,692.0,350.0
66,692.0,356.0
67,694.0,360.0
68,696.0,362.0
69,696.0,366.0
70,696.0,368.0
71,698.0,372.0
72,698.0,372.0
73,698.0,374.0
74,698.0,376.0
75,698.0,380.0
76,706.0,388.0
77,742.0,394.0
78,742.0,394.0
79,758.0,402.0
80,762.0,404.0
81,764.0,404.0
82,766.0,406.0
83,764.0,406.0
84,764.0,406.0
85,764.0,406.0
86,764.0,404.0
87,764.0,406.0
88,764.0,406.0
89,764.0,406.0
90,764.0,406.0
91,764.0,408.0
92,764.0,408.0
93,764.0,406.0
94,762.0,400.0
95,762.0,400.0
96,824.0,372.0
97,872.0,366.0
98,886.0,370.0
99,892.0,372.0
100,892.0,374.0
101,890.0,372.0
102,890.0,372.0
103,888.0,370.0
104,886.0,366.0
105,884.0,360.0
106,884.0,360.0
107,884.0,360.0
108,874.0,344.0
109,794.0,360.0
110,744.0,360.0
111,744.0,360.0
112,740.0,358.0
113,740.0,356.0
114,740.0,356.0
115,740.0,356.0
116,738.0,356.0
117,738.0,354.0
118,764.0,390.0
119,780.0,420.0
120,780.0,418.0
121,784.0,428.0
122,786.0,428.0
123,784.0,426.0
124,784.0,426.0
125,784.0,424.0
126,784.0,424.0
127,784.0,424.0
128,784.0,422.0
129,784.0,422.0
130,782.0,420.0
131,770.0,390.0
132,756.0,340.0
133,756.0,340.0
134,750.0,314.0
135,748.0,306.0
136,748.0,302.0
137,748.0,300.0
138,748.0,300.0
139,750.0,296.0
140,750.0,294.0
141,750.0,294.0
142,750.0,294.0
143,750.0,292.0
144,750.0,290.0
145,750.0,290.0
146,750.0,290.0
147,750.0,290.0
148,750.0,292.0
149,750.0,292.0
150,752.0,290.0
151,752.0,292.0
152,754.0,292.0
153,754.0,292.0
154,754.0,292.0
155,754.0,296.0
156,756.0,296.0
157,756.0,296.0
158,756.0,296.0
159,758.0,298.0
160,758.0,298.0
161,758.0,300.0
162,760.0,302.0
163,760.0,304.0
164,760.0,304.0
165,760.0,306.0
166,760.0,306.0
167,760.0,306.0
168,760.0,306.0
169,754.0,300.0
170,1074.0,480.0
171,1074.0,480.0
172,1246.0,590.0
173,1364.0,684.0
174,1328.0,728.0
175,1328.0,728.0
176,1230.0,704.0
177,1182.0,704.0
178,1120.0,704.0
179,1138.0,712.0
180,1104.0,726.0
181,1122.0,744.0
182,1034.0,726.0
183,1034.0,726.0
184,1016.0,720.0
185,1026.0,722.0
186,984.0,702.0
187,984.0,702.0
188,942.0,676.0
189,896.0,648.0
190,968.0,708.0
191,968.0,708.0
192,996.0,722.0
193,1000.0,726.0
194,996.0,724.0
195,1034.0,738.0
196,1034.0,738.0
197,1050.0,744.0
198,1064.0,744.0
199,1042.0,734.0
200,1028.0,726.0
201,1026.0,722.0
202,1026.0,722.0
203,1026.0,722.0
204,1028.0,722.0
205,1028.0,722.0
206,1030.0,722.0
207,1038.0,726.0
208,1040.0,724.0
209,1046.0,712.0
210,1046.0,712.0
211,1048.0,706.0
212,1050.0,706.0
213,1052.0,704.0
214,1052.0,702.0
215,1052.0,702.0
216,1052.0,702.0
217,1054.0,702.0
218,1054.0,702.0
219,1058.0,702.0
220,1062.0,702.0
221,994.0,654.0
222,716.0,454.0
223,618.0,158.0
224,612.0,202.0
225,612.0,242.0
226,626.0,270.0
227,640.0,288.0
228,652.0,300.0
229,678.0,304.0
230,678.0,304.0
231,688.0,308.0
232,698.0,312.0
233,706.0,314.0
234,714.0,318.0
235,720.0,320.0
236,720.0,320.0
237,726.0,322.0
238,726.0,322.0
239,690.0,294.0
240,690.0,294.0
241,680.0,288.0
242,678.0,276.0
243,678.0,276.0
244,678.0,274.0
245,678.0,276.0
246,680.0,278.0
247,678.0,278.0
